document_id,clean_text,sentiment
892,"A powerful and insightful look at systematic corruption that happened a hundred years ago in United States towards indigenous people (Native Americans) to steal their money and land.America needs more and more films like this that depicts the atrocities that lots of white people do to indigenous people in the history.We should see and examine such horrific acts to be able to act and judge better about contemporary conflicts that are going on. Learning from history is absolutely important.It's a Martin Scorsese film so you can pretty much be sure that it's a very professional film. Professionalism is something that you can see in every single minute of this film. Everything is so crafted, worked and beautifully done.Production values are extraordinary. Art direction and colour grading was fantastic.Rodrigo Prieto did a great job. He's a great cinematographer.Robbie Robertson's score was exceptional and made the film more appealing. There were just a few moments that I did't quiet agree with that particular piece.Casting was flawless and everyone did their positions very good, maybe not perfect. Leonardo DiCaprio put a lot of energy on this role to make it happen.Screenplay was rich and insightful, it was based on David Grann's book and adapted by Eric Roth and Martin Scorsese. Eric Roth is great.If you ask me about the runtime, I would say, yeah I think it's a bit longer than it should be and I could cut some of the scenes out of the final version without harming the plot but it shouldn't cause us to completely deny the power of the film and its values.8/10.",positive
893,"Certainly one of the most anticipated films of 2023 for all film fans was Killers of The Flower Moon by Martin Scorsese. This is one of those directors who always manage to generate curiosity in his projects and once again he doesn't disappoint us. The film is wonderful and has a thought-provoking narrative that addresses very important themes. However, even though the story seems to flow in a pleasant way for a long time, the execution of the final act seems a little tiring until it finally reaches the grand finale. Even though this moment is below the rest, it doesn't affect the overall experience, which is fantastic. There is no doubt that this is one of the best films of 2023.",positive
894,"My only criticism is that it was far too long. I watched it in the cinemas yesterday afternoon. But this movie was amazing, the acting, direction, production design and the story was spot on.Leo was amazing as the lead character I was shocked that he was involved with the murder gang that recklessly killed so many people in cold blood.De Niro's performance was incredible, a no nonsense civil detective who is trying to track down who killed Molly's family.And lastly Lily Gladstone, amazing performance totally Oscar worthy, she hit it out of the park she was a woman who went through so much her life and you have so much sympathy for her. Well the woman was married to the man in the murder gang who was involved in the deaths of multiple people.As I say again this movie needs to be 1 hour shorter.But amazing film overall.",positive
895,"It is the best film of this year because everything in the film is wonderful and deserves an Oscar. The wonderful writing that contains the best elements of writing and the story, which contains many meanings of life and wisdom, and the themes that were discussed in the very wonderful story, which is described only as legendary, and the characters that you will quickly become attached to, love, and even adore. The most prominent of them are De Niro, Leonardo DiCaprio, the actress of the character Molly, and many wonderful characters such as Blackie and others. The film and the world, which was very beautiful and in line with the events and story, and the Wessaj tribe, the whole film was centered on them and how they suffered and were oppressed by them because of their obscene wealth. Truly, the film deserves an Oscar and with all its merit.",neutral
896,"Although there's a lot happening during the movie, it feit like there wasn't. The story was too long imo. Could have been told in 1 max 2 hours instead. Wouldnt recommend watching this movie after a busy week, or you'll experience a hard time keeping your eyes open.That said, the story itself was good, which wa about the harsh, brutal history of the Indian people and how they were treated and banned by white people.Leo and Robert had okayish roles, but I mostly wondered what was the added value of leonardo's fake teeth to the movie.I found it mostly a long sit and personally I am not a fan of this genre and type of film, where there is little action and mostly a drawn-out story.",neutral
897,"Another must watch movie from 2023 and another hit from Martin Scorsese. Currently it holds 10 nominations to the 96th Academy Awards (Best Picture, Director, Best Actress, Supporting Actor, Cinematography, Editing, Production Design, Costume Design, Original Score, Best Original Song).It is based on the 2017 nonfiction book ""Killers of the Flower Moon""
by David Grann, that basically investigate the Osage Indian Nation that occurred between 1920 and 1930. Just as an outline oil was discovered on Osage lands in the end of 1800, but with the boom of automobile industry it value boomed, making the Osage people one of the most rich on Earth at that time, even if the jurisdictions of the legal rights were done by white man. Based on legal attributions and heritage marriage occurring on that time a wide spread of sordid murders and interracial marriages between Indian woman and white men occurred putting a whole af the money in white mens blood dirty hands.Of course being a 3 and a half hour project (after all not all stories can be condensed on 2 hours, and the rhythm is right), the second of Scorsese after 2019's ""The Irishman"" - the movie (which had the rights buyed in 2015 by 5M) was to start production in 2019, but obviously it halted because of COVID what gave Scorsese time to get the money for a USD 200M production (by Apple and Paramount) and started the works in 2021.I will not enter in details of the characters here, but all is historically researched, and many details were affected by Osage contributions. On the Acting part, Leonardo DiCaprio, as Ernest Burkhart, Robert De Niro as William King Hale, Ernest's uncle and Lily Gladstone as Mollie Burkhart, Ernest's wife are just perfect.The nominations of Cinematography (Rodrigo Prieto - Argo, The Irishman, Brokeback Mountain among other sublime works), editing (Thelma Schoonmaker), Production Design (Jack Fisk and Adam Willis), Costume Design (Jacqueline West), Best Original Score (using musics from Indians and from that time, in a discrete, but at the same time prominent in the last work of Robbie Robertson) are all spot one.Maybe the best achievement of the movie is bringing to the spotlights another history side of the evil side of USA, as Tulsa was in the same age.I expect a lot of Awards for this ones, even with some strong competition - and give this one a 9,2 out of 10,0 / A score. Do yourself a favor and see it, if you like Scorsese epics.",neutral
898,"""Martin Scorsese has done it again, creating a compelling and profoundly true story that I believe carries immense weight and importance. There will be those who won't enjoy this movie due to its slow pace and lengthy runtime of 3 hours and 30 minutes. I recommend watching it with your family in comfortable reclining chairs because it's quite a long sit. The film, as my mom described, maintains a consistent tone throughout, which is an interesting approach as the story unfolds.Martin Scorsese even makes a cameo appearance at the start and end of the movie, which is a touching and heartfelt touch. Once again, Leonardo DiCaprio and Robert De Niro deliver outstanding performances, portraying characters that are both intriguing and compelling, yet with undertones of their characters' menacing actions in exploiting Native Americans who were here before us. The characters are convincing and believable, leaving you reflecting on the importance of diversity and inclusion in a deep, menacing, yet powerful way.Martin Scorsese's passion and heart are palpable in this film, unlike some of his recent projects. It's evident that he strongly felt about this project. As I mentioned earlier, the movie takes its time, unraveling at its own slow, monotonous pace, but it remains compelling throughout. It effectively portrays the greed and hostility that Native Americans had to endure.Before I saw this movie, I heard from other reviews that it was incredibly violent and gruesome to watch, but that wasn't the case. While there are a few violent scenes, they aren't overly graphic. This is an important story, but it certainly won't appeal to everyone. Several people left the theater while we were watching, and some commented on its perceived boredom as they left.I recommend this movie if you're willing to invest 3 hours in a story filled with truth, integrity, justice, and injustice all woven together. If you don't mind a slow-paced movie and are interested in a deep, thought-provoking narrative, you'll love it. However, if you prefer fast-paced action, it may not be your cup of tea.That being said, 'Killers of the Flower Moon' has an essential message that needs to be heard. It demonstrates a lot of heart in conveying its integral messages through the backdrop of bloodshed and grief suffered by the Native tribes who came before us. I hope this review encourages people to watch it and give it a chance, without being swayed by the opinions of others. It holds significant importance and is a story worth taking the time to absorb and appreciate for its crucial messages to humanity as a whole.""",neutral
899,"POSITIVES:1) Robert DeNiro and Lily Gladstone are both completely incredible in this film. De Niro gives his best performance in years while Gladstone will have skyrocketed her career through this performance
2) All of the technical aspects of this film are absolutely fantastic. The direction, cinematography, editing, score and sound are all flawless and spearheaded by Scorsese who is clearly the master of his craft
3) The themes of this film, capitalist greed and how destructive this can be, are themes which Scorsese has certainly grappled with before, but he does it so successfully that it hooks you in every timeNEGATIVES:1) I love Leonardo DiCaprio, but dare I say I think he's miscast here. He comes into his own a lot more during some of the really tense moments in the final act, but for most of the film I just didn't believe him as the character. I think it's because DiCaprio is usually such a strong leading man so it felt unbelievable to watch him play this idiotic character
2) The first act and the final act are both sublime, but the second act felt incredibly slow and baggy. This is the part of the film where half an hour could easily be shaved off in order to bring the runtime to a much more acceptable 3 hours. I felt myself growing tired during the final half hour of the film even though I was really enjoying what I was watching and that is because the middle of the film is so slow.",neutral
900,"I saw Martin Scorsese's ""Killers of the Flower Moon"" yesterday. I was not aware of the story of the Osage's plight until I heard about this movie several months ago. For those of you unaware of the story, the Osage Native Americans in Oklahoma were living in poverty until oil was discovered on their land. Wisely, the chiefs insisted on keeping mineral rights when the reservation was created. Unfortunately, white landowners in the area were not very happy and they schemed to acquire the rights via deception and murder. The Osage base inheritance rights via the female side, so that is where we see DiCaprio and De Niro come into the picture to steal those oil rights. DiCaprio plays a doughboy who returns to live with his uncle played by De Niro. Soon, DiCaprio meets and marries an Osage woman (brilliantly portrayed by the relatively unknown Lily Gladstone). DiCaprio is excellent as a man torn between love for his wife and his children (it appears to be at least partially genuine) versus his greed and loyalty to his uncle. De Niro is great as usual as DiCaprio's uncle; he brilliantly conveys an unctuous charm that covers up a truly evil personality whose greed and potential for violence knows no bounds. Eventually, the federal government becomes concerned and sends the Bureau of Investigation (the predecessor of the FBI) to investigate the murders. Jesse Plemmons plays the chief investigator with aplomb. There are all too brief appearances by Brendan Fraser as a prosecutor and John Lithgow as a defense attorney who are also great. The movie is brilliantly filmed by cinematographer Rodrigo Prieto and excellently scored by the late Robbie Robertson, so the film comes highly recommended at 9/10. My reasons for deducting a point are that both DiCaprio and De Niro are bit too old for their characters and there is an unnecessary, campy epilogue using a fictional radio program to explain what happened to the real characters when simple captions would have been fine.Some additional notes: in the trailer, when DiCaprio picks up Gladstone's character for the first time, she says something in Osage. DiCaprio says, ""I don't know what you said, but it must have been Indian for 'handsome devil'""! This was unscripted and Gladstone's giggle is genuine! As for mineral rights, I know of some real examples in Pennsylvania where a mining or gas company kept the mineral rights, but the homeowner didn't know that. The companies dug up their ground and there was nothing the homeowner could do about it, so be careful!",neutral
901,"There aren't many films that can earn a 3.5 hour runtime, but this was absolutely one of them. From the first shot to the last shot (both of which were unsurprisingly breathtaking), there was no doubt that Scorcese had made another movie about more than just the events themselves. It's about the compromises we have each made, as individuals and as a society. It's about the power (and money) we seek at all costs. It's about the violence we tolerate. It's about what we're willing to admit, to others and ourselves, when all is said and done. Scorcese has been a master for a long time, but I think he offers more empathy and perspective here than ever before. This movie may not be as electric or thrilling as others he's made, but there's something deeper. Maybe he found that something in this story or in Osage country, but i think it changed him. And it changed me too.",neutral
902,"Scorcese seems to have more and more problems with telling a story and its ramifications in a comprehensible and entertaining way. That was the case with The Irishman and it's the same in this movie. Following the killers is also exhausting, the storylines are often only poorly connected, and DiCaprio with his protruding lower jaw looks like a ridiculous Brando copy on the Godfather. Well, and DeNiro is once again parodying himself. The film's narrative weaknesses are most evident in its excessive length. When editing the film, Scorcese clearly couldn't decide between the important and the unimportant.",neutral
903,"The movie is utterly tragic. It is a real eye opener for those unfamiliar with how the west has pillaged indigenous communities, even those who had ""western"" rights & assets. Sadly, its also a great insight into how poorly human beings can behave, and how greedy we can be.The length is necessary as you need to really understand the context, backstory and circumstance of these characters and it allows for a gradual yet captivating build up to a wonderful (and only possible) ending.Hilarious how many people scored this down because of its length. Wonder what they think of the Godfather? Its definitely not for those with a limited attention span.The performances are remarkable. De Niro & Gladstone are outstanding. They carry the movie for me. Leo's character is meant to be a handsome dimwit, and he executes this well, though at times hes too ""charasmatic"", for a dimwit. Plemons is excellent.",neutral
904,I'm not going to bury the lead. Killers of the Flower Moon is crazy good. It's the frontrunner for this year's Best Picture Oscar.Lilly Gladstone's performance as Molly is riveting... She keeps this movie centered and credible in a way that few actresses could ever match.DeNiro is a different kind of villain. He plays William King Hale as an entitled manipulative Patriarch who thinks his selfish desires for power and his covetous need to obtain the wealth of others serves the greater good of his community.Hale's chosen instrument to steal anothers fortune is his charming but dimwitted and obsequious nephew Ernest Burkhart (Leonardo DiCaprio).King Hale sets his nephew to woo the heart of Osage Indian Molly (played by Lilly Gladstone). Lilly is the daughter of a family who's property was one of the fortunate acreages blessed with rich deposits of Oklahoma oil. Discovered early in the 1900sMolly is a wealthy woman. But she also has sister's who will inherit part of her mother's wealth - But King Hale is playing the long game and that puts Molly's entire family in danger.Scorsese uses the first ten plus minutes of this 3:30 minute film as a prelude explaining how the Osage tribe came to live in Oklahoma and how the oil that was found there put the people in Jeopardy.Like most of Scorsese's movies this story is about greed and corruption and it involves gangsters. The gangsters here are not the smooth thieves of the big cities. The hard men in service to DeNiro and DiCaprio are as dangerous as they are inept. Frontier men who have principles they adhere to but will make murderous exceptions when it comes to members of Oklahoma Indians.The Osage are aware they are being hunted for their wealth but they cannot fathom that man they consider a great white uncle has anything to do with their plight.Scorsese's film personalizes the larger story of the Tribe through Molly's eyes.I've given much away in this review. So let me wrap this up by lauding the actors involved.De Niro is as solid and evil as he's ever performed. Yet you wonder if his King Hale thinks he is truly doing evil.Jason Isbell and Sturgill Simpson (Americana musicians of note) both have significant supporting roles; Isbell plays DiCaprio's brother in law his southern drawl exaggerated to make him appear slow witted and dangerous where Sturgill Simpson is plays a sharp outlaw specialization is referring the right bad guys for the wrong job. Simpson in particular is showing a strong appetite for the acting profession.Jesse Plemmons turns in a nuanced portrayal as a lawman. John Lithgow and Brendan Fraser are prosecutor and defense attorney. They are proof that when scorsese calls.... You say yes.DiCaprio's portrayal as Ernest Burkhart is my favorite performance since What's Eating Gilbert Grape. DiCaprio character was motivated by greed and avarice was equally tempered by fear and respect for his uncle and a geuine love for his Indian Bride. He should get a nod for best supporting actor pr best actor - It was both a simple and complex character. I'm not his biggest fan - but he's very very good in this.Lilly Gladstone is pitch perfection and holds this sprawling film together. She is a frontrunner for best actress.I loved this movie and will watch it again as soon as it hits Apple TV.,neutral
905,I want to start by saying I read a lot of reviews on here before I watched the film that said the movie was too long and boring. Several reviewers said they fell asleep and they felt it should have been two hours instead of three. The only people who would say that about this movie are people who do not care about what this movie is about and what a horrific injustice it was to Native Americans. These people are wrong and they shouldn't be going to movies that take a deep look into Americas troubling history with Native Americans. They don't want or care to take an interest into what happened to these people.I found the movie incredibly moving and deeply upsetting. It is hard to watch the movie but it is harder to watch it and to know this happened to these people. I highly recommend the movie and I did not find it boring for even a minute. I think it deserved every minute of the three and a half hour runtime it had. Don't listen to the people who said it was boring.. they just can't go that deep or they don't care. Definitely a movie to watch.,neutral
906,"We didn't want to go watch the movie because it is too long, 3.5 hours. Then just taking a stroll, saw daytime sale tickets and figured we'll be done early anyway we went for it, and boy it was a good movie. I didn't expect it to end so fast. I didn't notice 3.5hrs go by. Moreover I thought it wasn't enough time to show all of the story. The actors were awesome, well De Niro and Dicaprio are great actors, everyone knows that, but I've discovered Lily Gladstone being amazing actress. The scenery in the movie is beautiful, all sets are amazing, everything is very well done. After we were discussing it and everyone found something different that looked awesome in the movie. I'd say, go see it if you haven't yet, it's pretty good.",neutral
907,"Since the length of this movie became the main aspect criticized by the critics, that's the first aspect I'll discuss: ""Killers of Flowers Moon"" is long enough to pay respect to so many who suffered because of dehumanized greed and to force us to pay respect to the cinema as an art, fighting the 2.0x culture that transforms all narratives into a waste of our time, as if nothing is important enough to be worth.All the parts of the movie have their value when it comes to constructing complex characters as they were in real life. For example, the first quarter focuses mainly on the aspects of Mollie (Lily Gladstone) and Ernest's (Leonardo DiCaprio) relationship. It might appear dispensable, but without that, we have a story where several Osage women are fooled by white men, which could appear naive on their part. But, knowing the intricate flirting dynamic between Mollie and Ernest, we are presented with the story of intelligent women who are often aware of the truthfulness of their men, but still caught in charming and complicated relationships.I also praise the sensitivity towards the Osage representations, the contributions of the numerous Osage members on the team. It was important so I could better understand the reasons why some characters acted in a specific way. For Lily Gladstone's character, there's a scene teaching us how she deals with a storm while being quiet. So, what could have seemed like passivity in the face of the movie's events, I read as her way to recognize that she was in front of a storm that was much more powerful than her, so she needed to remain calm.The technical aspects are great too, just as is the case with everything Scorsese is involved in. The actors are amazing and really well-directed, especially Lily Gladstone, who perfectly portrays this quiet woman fighting the chaos alone. But the small details I mentioned that make the movie seem so long are actually its greatness and an excellent means to explore the themes of human instability and the devastating destruction of an entire culture. But I wonder: when will we acknowledge that many nations were built on a bloodbath when we are not even willing to dedicate a few hours to watching a movie about it?",positive
908,"Almost done watching the movie at home, paid 19.99 to rent it figured id rather sit at home than a theater for that long
I'm just a regular movie watcher.So far this movie is too long and too confusing. They never say how long time has passed from one death to the next. They translate the Osage language when they want and it just ticks me off that you have no idea what the heck they're saying!!I enjoy watching Scorsese movies and this one and his last one (The Irishmen) were not very good to me.I was not aware of the horrible things done to the Osage Indians and will be reading the book to get a better story from that then this movie.",positive
909,"Yes, this is a long film. If you have an interest in seeing a true story told more or less perfectly by a master of his craft, whatever the runtime is shouldn't be a problem. This isn't television, where you watch an episode or two. This is a movie. A real movie about real people that aren't superheroes or spies or Jedi or cartoon characters. Martin Scorsese has made several movies about gangsters and crime, but somehow ""Killers"" manages to eclipse most of those movies. Maybe because this film is based on a true story that most people don't know anything about. I didn't. Sure, ""GoodFellas"" and ""Wolf of Wall Street"" were also true stories. But both of those films were insider looks at criminals. They're both masterpieces, don't get me wrong. But ""Killers"" somehow cuts deeper. We see these proud, successful Native Americans being murdered for their money. At the center of this pain is Lily Gladstone, in a remarkable performance as an Osage woman whose family and friends are being killed off. Gladstone expresses the pain of these losses perfectly.Equally perfect is Robert De Niro, in one of his best performances in many years. I don't think he has ever played someone so truly vile and evil, yet he never goes into ""Robert De Niro-isms"". He's a nice old man that will stop at nothing to get more money and power, and he's aided by host of lowlifes, including his nephew, played by Leonardo DiCaprio. He has the toughest job in the movie, playing a simple man that loves money but also loves his wife and kids.This is not a fun movie on any level. It isn't a movie where you watch lowlife idiots make poor life decisions and you can laugh at their folly. This is a movie about a people that were already nearly wiped out being wiped out even more in a vast criminal enterprise. It has moments that are tragic and genuinely gut wrenching. It's one of the best crime films ever made, up there with the Scorsese films I mentioned above and the first two ""Godfather"" films. But it is exhausting because you find yourself wondering, how much suffering can people take in the name of greed?",positive
910,"If you have time to watch it one long afternoon or evening, I highly recommend it. Soothing and relaxing to watch, it's the perfect way to unwind. The cinematography is exceptional, capturing beautiful moments throughout, and the protagonists are top notch. The love story unfolds against a backdrop that feels contemporary and relatable, making it captivating and meaningful. The film beautifully captures the essence of romance while addressing themes that are pertinent to our lives today. A delightful blend making it a must-watch for those seeking a heartfelt and a thought-provoking cinematic experience.",positive
911,"Martin Scorsese has done a great job again. It was a better movie than ""The Irishman."". The movie is long. Too long. That is one of the reasons it is difficult to watch, and it is not a movie that should be watched repeatedly. The majority of people prefer not to watch it again. It's not that it's not a good movie; some movies are very good, but they are often not preferred to be watched again. The movie is based on a true story. I felt sad again after reading the facts about what happened. First and foremost, Martin did an excellent job of directing. Rodrigo Prieto did a great job with the cinematography. The cinematography of this movie is very good, and the color tone is very good. In addition, congratulations to Telma Schoonmaker. Despite being a three-and-a-half-hour film, I enjoyed it. Both the script and the production design are excellent. In terms of music, Robbie Robertson did not exaggerate. Epic music was not preferred in this movie, but I think this is a good idea. The acting is excellent. Everyone played their roles very well. Everyone is so good that it seems like Leonardo di Caprio did the weakest acting among them. I think Leo is usually very prominent in movies and is very charismatic. But this is not the case in this movie; he plays someone who is a little dumb and always subject to manipulation. His way of speaking and his teeth were a bit strange. Lily Gladstone is the star of this movie, and Robert de Niro was great too. The other guest actors also did their jobs very well. There are a few things I didn't like about this movie. First of all, I think the owl scenes and scenes from the other world (heaven) were very unnecessary, these scenes spoiled the seriousness of the drama of the film. Additionally, there are a few scenes in the movie where people speak in the local language, but they do not show us what is being said, even with subtitles. This was not good. Except for these two things, there was nothing else I didn't like.",positive
912,"This movie is one of the most perfect films that I ever watched. Killers of the Flower Moon is a Movie about the Osage Nation, one of the Richest Native American groups who was the victim of the murder. This is the First time that Martin Scorsese made Western Movies; many people know that He Made a Gangster Film. But no, this movie is one of the films since Goodfellas. At the End of the film, they can show Scorsese Cameos and I love that this film depicted the Harsh Reality of the American Dream. I love that The Killer of the Flower Moon should Watch The Best Picture again after the Departed in 2006.",positive
913,"My rating speaks to my opinion. This film is not only important for its historical accuracy, it is absolutely riveting (particularly, for those of bored by absurd action films). For those baffled by or disappointed, that Ernest's character is not fully who they expect or want him to be - wake up, people can be baffling and disappointing.There appears to be a great many complaints about the length of the film. I saw nothing that should have been left on the cutting room floor.Yes, I would have been grateful for an intermission but I blame exhibitors & distributors for this. Certainly, for films of this length, the 15 to 20 minutes of trailers before could be shown instead during an intermission, in consideration of viewers bladders.",positive
914,"There must be some people really into the history of the storyline on the reviews here because this was painfully slow to watch. It's the first movie I've ever watched at the cinema where people half left half way through. I'm afraid to say nothing happens in 3.5 hours at all...The acting is well done, but that isn't enough for me to tell you to watch it. You're forever waiting for the interesting bits, and they just never appear. You're also waiting to see if a story develops which will keep you guessing, but it's fairly obvious what is going on from the first minute.All I can say is watch something else unless you already know the storyline and really want to watch the history of it play out.",positive
915,"My favourite movie so far this year. No question about it. Amazing in every single way, especially the acting. Really all the major actors were amazing. On top of that the story is truly gripping and emotional. The only major criticism I can think of is that it is maybe a tad bit too long. No matter how good the story is, sitting down in a theatre for 3,5h is always hard. Some parts towards the third act could maybe have been cut down a little bit. However I can also understand why not. At the end of the day it is still a 3h+ movie. Perhaps this kind of story is better told in a miniseries of somewhere around 3-4 episodes.",positive
916,"To start with, yes the movie is 206 minutes.But it never lost the momentum in those 206 minutes. The movie flows with a rhythm which has become a kind of a trademark of Martin Scorsese. And the background music plays a big part in maintaining overall rhythm of the movie. With Killers of the flower moon too, the score is great,(well you expect a great background score in Scorsese movies anyways).The best part for me was the crooked side of the whites and the soft ways of the Indians shown with such careful consideration that you tend to appreciate the 3 and half hour story line without it being a minute of off track or boring.The performances for the lead roles were impeccable with lily gladstone matching the exceptional delivery of dicaprio. Robert De niro too delivered a great performance.If you are someone looking for a great storyline with an even better overall delivery by the director, you will not be disappointed.",positive
917,"I will be watching it again!This was my first opportunity to go to the theatre to watch this incredible film, and I am very happy that the opportunity had presented itself, because who knows how long it will take Apple to put it on its streaming service, even though it says, ""coming soon."" I wasn't about to take that chance and perhaps wait for months, before seeing Leonardo, Scorsese, et al, do their thing and entertain and inform me at the same time.The film is absolutely brilliant, with a stellar supporting cast, which did its absolute best to suspend my disbelief, which is what makes a film great, in my opinion. If there is an academy award ceremony for this year, the only other film I can think of that could possibly snatch any winning nominations away from this film, would be Joaquin Phoenix and Napoleon. I'm looking forward to seeing his performance, because Leonardo has the Oscar on lock, if Joaquin doesn't take it from him. I am so excited for this film and whatever else DiCaprio and Scorsese will do together. I mustn't forget to mention, that Lily Gladstone is a superb revelation in this film.She needs to be in all the things: just an absolutely stunning performance!",positive
918,"This movie is the best definition of the ""Wolf in sheep's clothing"" Hiding malicious intent with kindness.Lily Gladstone delivers the best female performance Ive ever seen.Triumphant, in every sense of the word. Seamlessly blends that classic Scorsese crime drama with a harrowing romance to create something bold and. Profoundly tragic.There isn't a single wasted minute, every frame has purpose. Avarice, violence, betrayal- it's all here and portrayed with a deep respect for the Osage people. At times it feels I'm watching career bests from everyone on the screen, but undoubtedly Gladstone is who shines the brightest, chewing the scenery of every frame.There's been a lot of discussion about the runtime (painful discussion, to be clear). A great piece of art is only as long as it needs to be, and this is precisely that. It flew past, and honestly...I could've sat for another 3 hours on top. Take this review with a grain of salt because it seems tailor-made for me, but I believe this is the best film of the year so far.",positive
919,"Takes time,might feel drag but bear with it Scorsese will gift you with tears at the end and it is worth every dime. Leo like everytime in a Scorsese collab gave a performance which is something to be witnessed. With De niro it was just a treat a gift from the filmmaker to all the lovers of cinema and if you ara a Scorsese fan it will be a treat. Leo will give a hard time to Cillian Murpy in the best actor's race. Leo's performance was enough for me to make me seat through 3hrs 20mins. Its classic Scorsese movie we expected or maybe more than we expected. Go watch it on a big screen and see what a real cinema feels like.",positive
920,"While the subject matter is phenomenal (in the most gut wrenching way), I came away from the movie almost hating it. Especially the way it disrespected my time as a viewer. A 3.5 hour film that could've easily been 1.5-2 hours and much better for it.By the middle of the movie, I had no feeling of tension or ""what might happen next"" magic. The last half limps along just as the shiny setting and subject matter lose their novelty. Scorsese is known for bombasticCast is excellent on paper but doesn't work at all. Again, Scorsese fell into the trap of actors playing characters dozens of years younger than they should be. Leo is cast as a lazy moron who's supposed to be being manipulated by his uncle as he so obviously plots to murder an entire Native American family for their estate. I guess he was supposed to add moral ambiguity to what was going on but it just didn't work. The movie would've been way more interesting told from the perspective of Mollie/Osage family and Leo as the lead FBI agent. De Niro was a bright spot but only relatively speaking. His attempt at a western/rural American accent was dismal and extremely immersion breaking.In all, if you have 3.5 hours to spare watch Oppenheimer instead, or hell The Irishman for that matter. Film is a total failure in my opinion.",positive
921,"Martin Scorsese has a more than established position of mastery in film making so it's almost pointless to state the obvious, production design, set, direction and sound track all amazing as expected.There is however a common criticism for Scorsese latest films while obvious it doesn't harm to mention again; it's indeed too long for what it needs to be, the story could've easily been told with the exact same impact with one hour less, I am not sure why the need to extend it for 3 and a half hours.Let me mention the positive aspects of the film aside from the things I stated in the beginning; terrific job by the main protagonists, De Niro and DiCaprio deliver master class performances and Lily Gladstone was at their same level with a heartbreaking and intense depiction of her character, I was really surprised and felt incredibly drawn to her character's charismatic personality, at least in the early parts of the film.Another great aspect of the production than can't be left unsaid is the fact that Scorsese worked very closely with the Osage community, not only he sought out their advice but also employed several folks from the community as actors and for other aspects of the movie production and of course by depicting such story it allows for a conversation to be started globally and nationally, I am not American but from what I read even within the US this story is not a widespread one so it's of the highest importance to make sure indigenous people get their stories told so that the horrible things in the past serve as a lesson for how society should move forward.With all if that being said I felt the movie was a bit underwhelming and the story and plot overall for me are weak, I mean it's a Scorsese type of movie but this time is based on a real life tragedy so it feels a bit out of touch.I didn't feel that there was enough focus on the indigenous people they wasted too much time in the evil plans of the killers drifting away from what could've been a great indigenous perspective movie. There were many scenes that felt way too long and also I felt there were many aspects and scenes that were a bit too goofy given the subject it touches I felt personally that it could've been a great movie for the shock effect given how horrific the events that took place were for the natives. I felt it was a lost opportunity so I don't think this movie deserves the ""masterpiece"" category regardless of who made it it doesn't do justice to the natives.It's a great conversation starter and I hope diversity continues to be on top of mind.",positive
922,"I've been simmering on this one for a while because it is certainly a lot to take in. A film that is so colossal and thematically rich, and despite being 206 minutes long I would happily go experience this again on an IMAX screen.I don't want to sell this as like an educational movie, but I do think it is legitimately IMPORTANT for people to go see this in a theatre. It's so rare to see a major studio give 200 million dollars to, in my opinion, the greatest living filmmaker for a film that really tells us something about who we are as a society and how we got to where we are now.There are so few filmmakers able to do what Scorsese can; taking a film with subject matter as dark as this and having it be constantly enrapturing. Robbie Robertson's (sadly final) score is so crucial to the success of the film, as the film goes along it feels as if the score is charting Scorsese's musical history; going from stones inflected crime tales to orchestral treatises on North America's historic sins. Rodrigo Prieto's cinematography is stunning stuff; it's never flashy but always so well considered and almost painterly. Prieto to me is the linear successor to Michael Ballhaus in terms of the great Scorsese cinematographers. I of course have to mention that Thelma Schoonmaker is probably the greatest living film editor, and her work on this film is so impressive. She's the one making this near four hour epic feel so well paced.There are so few filmmakers able to do what Scorsese can; taking a film with subject matter as dark as this and having it be constantly enrapturing. Robbie Robertson's (sadly final) score is so crucial to the success of the film, as the film goes along it feels as if the score is charting Scorsese's musical history; going from stones inflected crime tales to orchestral treatises on North America's historic sins. Rodrigo Prieto's cinematography is stunning stuff; it's never flashy but always so well considered and almost painterly. Prieto to me is the linear successor to Michael Ballhaus in terms of the great Scorsese cinematographers. I of course have to mention that Thelma Schoonmaker is probably the greatest living film editor, and her work on this film is so impressive. She's the one making this near four hour epic feel so well paced.In making this film, Scorsese is self acknowledging that we are currently experiencing the last chapter of his career, and I'd much rather have near 4 hours of an 80 year old artist truly going for it and somehow still trying new things... than not.After giving this film enough time to wash over me, I am confident in saying that this is another masterpiece from the great master of cinema.Go see this in a theatre!",positive
923,"What to say about this one and not to praise and just praise mastery of Scorsese!Its a history lesson with so much depth and dynamic.Marty plays with everything he knows and have, mix of genres, art of storytelling, pace... everything!Touches lil bit of development of everything that is bad about making of America.Simply instantly classic.Acting and directing is on a levels that even Martin go beyond his abilities, great actors developed more for him, but at the end it's everything from Marty.Scorsese can now easily go and rest, he made everything and his legacy is forever.I enjoyed cinematography alot, few shots just blew my mind how well directed and executed.",positive
